budget,release_date,revenue,title,month,year,rating,season,genre,profitability,name,category,characters
26000000.0,2010-01-21,67918658.0,Legion,1,2010,R,Winter,Horror,41918658.0,Dennis Quaid,actor,"[""Bob Hanson""]"
26000000.0,2010-01-21,67918658.0,Legion,1,2010,R,Winter,Horror,41918658.0,Paul Bettany,actor,"[""Michael""]"
26000000.0,2010-01-21,67918658.0,Legion,1,2010,R,Winter,Horror,41918658.0,Charles S. Dutton,actor,"[""Percy Walker""]"
22000000.0,2014-02-28,67800064.0,Son of God,2,2014,PG-13,Winter,Drama,45800064.0,Greg Hicks,actor,"[""Pilate""]"
22000000.0,2014-02-28,67800064.0,Son of God,2,2014,PG-13,Winter,Drama,45800064.0,Adrian Schiller,actor,"[""Caiaphas""]"
22000000.0,2014-02-28,67800064.0,Son of God,2,2014,PG-13,Winter,Drama,45800064.0,Diogo Morgado,actor,"[""Jesus""]"
22000000.0,2014-02-28,67800064.0,Son of God,2,2014,PG-13,Winter,Drama,45800064.0,Amber Rose Revah,actress,"[""Mary Magdalene""]"
3000000.0,2015-08-28,67790117.0,War Room,8,2015,PG,Summer,Drama,64790117.0,Karen Abercrombie,actress,"[""Clara Williams""]"
3000000.0,2015-08-28,67790117.0,War Room,8,2015,PG,Summer,Drama,64790117.0,Priscilla C. Shirer,actress,"[""Elizabeth Jordan""]"
3000000.0,2015-08-28,67790117.0,War Room,8,2015,PG,Summer,Drama,64790117.0,T.C. Stallings,actor,"[""Tony Jordan""]"
3000000.0,2015-08-28,67790117.0,War Room,8,2015,PG,Summer,Drama,64790117.0,Beth Moore,actress,"[""Mandy""]"
4000000.0,2019-09-07,67760877.0,A Beautiful Day in the Neighborhood,9,2019,PG,Fall,Drama,63760877.0,Wendy Makkena,actress,"[""Dorothy""]"
4000000.0,2019-09-07,67760877.0,A Beautiful Day in the Neighborhood,9,2019,PG,Fall,Drama,63760877.0,Enrico Colantoni,actor,"[""Bill Isler""]"
4000000.0,2019-09-07,67760877.0,A Beautiful Day in the Neighborhood,9,2019,PG,Fall,Drama,63760877.0,Tom Hanks,actor,"[""Fred Rogers""]"
4000000.0,2019-09-07,67760877.0,A Beautiful Day in the Neighborhood,9,2019,PG,Fall,Drama,63760877.0,Matthew Rhys,actor,"[""Lloyd Vogel""]"
1800000.0,2010-08-27,67738090.0,The Last Exorcism,8,2010,PG-13,Summer,Horror,65938090.0,Ashley Bell,actress,"[""Nell Sweetzer""]"
1800000.0,2010-08-27,67738090.0,The Last Exorcism,8,2010,PG-13,Summer,Horror,65938090.0,Patrick Fabian,actor,"[""Cotton Marcus""]"
1800000.0,2010-08-27,67738090.0,The Last Exorcism,8,2010,PG-13,Summer,Horror,65938090.0,Louis Herthum,actor,"[""Louis Sweetzer""]"
1800000.0,2010-08-27,67738090.0,The Last Exorcism,8,2010,PG-13,Summer,Horror,65938090.0,Iris Bahr,actress,"[""Iris Reisen""]"
40000000.0,2014-06-05,67347013.0,Jersey Boys,6,2014,R,Summer,Music,27347013.0,John Lloyd Young,actor,"[""Frankie Valli""]"
40000000.0,2014-06-05,67347013.0,Jersey Boys,6,2014,R,Summer,Music,27347013.0,Erich Bergen,actor,"[""Bob Gaudio""]"
40000000.0,2014-06-05,67347013.0,Jersey Boys,6,2014,R,Summer,Music,27347013.0,Vincent Piazza,actor,"[""Tommy DeVito""]"
40000000.0,2014-06-05,67347013.0,Jersey Boys,6,2014,R,Summer,Music,27347013.0,Michael Lomenda,actor,"[""Nick Massi""]"
35000000.0,2018-01-16,67131266.0,12 Strong,1,2018,R,Winter,Drama,32131266.0,Michael Peña,actor,"[""Sam Diller""]"
35000000.0,2018-01-16,67131266.0,12 Strong,1,2018,R,Winter,Drama,32131266.0,Michael Shannon,actor,"[""Hal Spencer""]"
35000000.0,2018-01-16,67131266.0,12 Strong,1,2018,R,Winter,Drama,32131266.0,Navid Negahban,actor,"[""Gen. Dostum""]"
35000000.0,2018-01-16,67131266.0,12 Strong,1,2018,R,Winter,Drama,32131266.0,Chris Hemsworth,actor,"[""Captain Mitch Nelson""]"
70000000.0,2011-01-13,67112664.0,The Dilemma,1,2011,PG-13,Winter,Comedy,-2887336.0,Vince Vaughn,actor,"[""Ronny Valentine""]"
70000000.0,2011-01-13,67112664.0,The Dilemma,1,2011,PG-13,Winter,Comedy,-2887336.0,Jennifer Connelly,actress,"[""Beth""]"
70000000.0,2011-01-13,67112664.0,The Dilemma,1,2011,PG-13,Winter,Comedy,-2887336.0,Kevin James,actor,"[""Nick Brannen""]"
70000000.0,2011-01-13,67112664.0,The Dilemma,1,2011,PG-13,Winter,Comedy,-2887336.0,Winona Ryder,actress,"[""Geneva""]"
11936735.0,2019-01-11,66925842.0,White Snake,1,2019,G,Winter,Romance,54989107.0,Zhe Zhang,actress,"[""Xiao Bai""]"
11936735.0,2019-01-11,66925842.0,White Snake,1,2019,G,Winter,Romance,54989107.0,Tianxiang Yang,actor,"[""Ah Xuan""]"
20000000.0,2012-06-29,66899242.0,Madea's Witness Protection,6,2012,PG-13,Summer,Drama,46899242.0,Eugene Levy,actor,"[""George Needleman""]"
20000000.0,2012-06-29,66899242.0,Madea's Witness Protection,6,2012,PG-13,Summer,Drama,46899242.0,Denise Richards,actress,"[""Kate Needleman""]"
20000000.0,2012-06-29,66899242.0,Madea's Witness Protection,6,2012,PG-13,Summer,Drama,46899242.0,Tom Arnold,actor,"[""Walter""]"
20000000.0,2012-06-29,66899242.0,Madea's Witness Protection,6,2012,PG-13,Summer,Drama,46899242.0,Tyler Perry,actor,"[""Madea"",""Joe"",""Brian""]"
10000000.0,2010-11-11,66821036.0,Skyline,11,2010,PG-13,Holiday,Science Fiction,56821036.0,Donald Faison,actor,"[""Terry""]"
10000000.0,2010-11-11,66821036.0,Skyline,11,2010,PG-13,Holiday,Science Fiction,56821036.0,Brittany Daniel,actress,"[""Candice""]"
10000000.0,2010-11-11,66821036.0,Skyline,11,2010,PG-13,Holiday,Science Fiction,56821036.0,Eric Balfour,actor,"[""Jarrod""]"
10000000.0,2010-11-11,66821036.0,Skyline,11,2010,PG-13,Holiday,Science Fiction,56821036.0,Scottie Thompson,actress,"[""Elaine""]"
1000000.0,2018-08-24,66265218.0,Searching,8,2018,PG-13,Summer,Thriller,65265218.0,John Cho,actor,"[""David Kim""]"
1000000.0,2018-08-24,66265218.0,Searching,8,2018,PG-13,Summer,Thriller,65265218.0,Debra Messing,actress,"[""Detective Vick""]"
1000000.0,2018-08-24,66265218.0,Searching,8,2018,PG-13,Summer,Thriller,65265218.0,Joseph Lee,actor,"[""Peter""]"
1000000.0,2018-08-24,66265218.0,Searching,8,2018,PG-13,Summer,Thriller,65265218.0,Michelle La,actress,"[""Margot""]"
25000000.0,2015-04-16,65663276.0,The Age of Adaline,4,2015,PG-13,Spring,Fantasy,40663276.0,Michiel Huisman,actor,"[""Ellis Jones""]"
25000000.0,2015-04-16,65663276.0,The Age of Adaline,4,2015,PG-13,Spring,Fantasy,40663276.0,Blake Lively,actress,"[""Adaline Bowman""]"
25000000.0,2015-04-16,65663276.0,The Age of Adaline,4,2015,PG-13,Spring,Fantasy,40663276.0,Harrison Ford,actor,"[""William Jones""]"
25000000.0,2015-04-16,65663276.0,The Age of Adaline,4,2015,PG-13,Spring,Fantasy,40663276.0,Kathy Baker,actress,"[""Kathy Jones""]"
20000000.0,2010-08-31,65464324.0,The American,8,2010,R,Summer,Crime,45464324.0,Violante Placido,actress,"[""Clara""]"
20000000.0,2010-08-31,65464324.0,The American,8,2010,R,Summer,Crime,45464324.0,Irina Björklund,actress,"[""Ingrid""]"
20000000.0,2010-08-31,65464324.0,The American,8,2010,R,Summer,Crime,45464324.0,Paolo Bonacelli,actor,"[""Father Benedetto""]"
20000000.0,2010-08-31,65464324.0,The American,8,2010,R,Summer,Crime,45464324.0,George Clooney,actor,"[""Jack"",""Edward""]"
40000000.0,2017-08-11,65146020.0,The Nut Job 2: Nutty by Nature,8,2017,PG,Summer,Family,25146020.0,Will Arnett,actor,"[""Surly""]"
40000000.0,2017-08-11,65146020.0,The Nut Job 2: Nutty by Nature,8,2017,PG,Summer,Family,25146020.0,Bobby Cannavale,actor,"[""Frankie""]"
40000000.0,2017-08-11,65146020.0,The Nut Job 2: Nutty by Nature,8,2017,PG,Summer,Family,25146020.0,Maya Rudolph,actress,"[""Precious""]"
40000000.0,2017-08-11,65146020.0,The Nut Job 2: Nutty by Nature,8,2017,PG,Summer,Family,25146020.0,Bobby Moynihan,actor,"[""Mayor Muldoon""]"
35000000.0,2011-05-05,65090821.0,Something Borrowed,5,2011,PG-13,Summer,Comedy,30090821.0,John Krasinski,actor,"[""Ethan""]"
35000000.0,2011-05-05,65090821.0,Something Borrowed,5,2011,PG-13,Summer,Comedy,30090821.0,Kate Hudson,actress,"[""Darcy""]"
35000000.0,2011-05-05,65090821.0,Something Borrowed,5,2011,PG-13,Summer,Comedy,30090821.0,Ginnifer Goodwin,actress,"[""Rachel""]"
35000000.0,2011-05-05,65090821.0,Something Borrowed,5,2011,PG-13,Summer,Comedy,30090821.0,Colin Egglesfield,actor,"[""Dex""]"
4000000.0,2016-10-21,65046687.0,Moonlight,10,2016,R,Fall,Drama,61046687.0,Naomie Harris,actress,"[""Paula""]"
4000000.0,2016-10-21,65046687.0,Moonlight,10,2016,R,Fall,Drama,61046687.0,Mahershala Ali,actor,"[""Juan""]"
4000000.0,2016-10-21,65046687.0,Moonlight,10,2016,R,Fall,Drama,61046687.0,Trevante Rhodes,actor,"[""Black""]"
4000000.0,2016-10-21,65046687.0,Moonlight,10,2016,R,Fall,Drama,61046687.0,Alex R. Hibbert,actor,"[""Little""]"
30000000.0,2011-12-22,64626786.0,The Darkest Hour,12,2011,PG-13,Holiday,Horror,34626786.0,Emile Hirsch,actor,"[""Sean""]"
30000000.0,2011-12-22,64626786.0,The Darkest Hour,12,2011,PG-13,Holiday,Horror,34626786.0,Max Minghella,actor,"[""Ben""]"
30000000.0,2011-12-22,64626786.0,The Darkest Hour,12,2011,PG-13,Holiday,Horror,34626786.0,Rachael Taylor,actress,"[""Anne""]"
30000000.0,2011-12-22,64626786.0,The Darkest Hour,12,2011,PG-13,Holiday,Horror,34626786.0,Olivia Thirlby,actress,"[""Natalie""]"
36000000.0,2010-03-26,64572262.0,Hot Tub Time Machine,3,2010,R,Spring,Science Fiction,28572262.0,Craig Robinson,actor,"[""Nick""]"
36000000.0,2010-03-26,64572262.0,Hot Tub Time Machine,3,2010,R,Spring,Science Fiction,28572262.0,Clark Duke,actor,"[""Jacob""]"
36000000.0,2010-03-26,64572262.0,Hot Tub Time Machine,3,2010,R,Spring,Science Fiction,28572262.0,Rob Corddry,actor,"[""Lou""]"
36000000.0,2010-03-26,64572262.0,Hot Tub Time Machine,3,2010,R,Spring,Science Fiction,28572262.0,John Cusack,actor,"[""Adam""]"
125000000.0,2016-12-26,64493915.0,Monster Trucks,12,2016,PG,Holiday,Action,-60506085.0,Thomas Lennon,actor,"[""Jim Dowd""]"
125000000.0,2016-12-26,64493915.0,Monster Trucks,12,2016,PG,Holiday,Action,-60506085.0,Barry Pepper,actor,"[""Sheriff Rick""]"
125000000.0,2016-12-26,64493915.0,Monster Trucks,12,2016,PG,Holiday,Action,-60506085.0,Lucas Till,actor,"[""Tripp""]"
125000000.0,2016-12-26,64493915.0,Monster Trucks,12,2016,PG,Holiday,Action,-60506085.0,Jane Levy,actress,"[""Meredith""]"
24000000.0,2016-12-16,64414761.0,Fences,12,2016,PG-13,Holiday,Drama,40414761.0,Denzel Washington,actor,"[""Troy Maxson""]"
24000000.0,2016-12-16,64414761.0,Fences,12,2016,PG-13,Holiday,Drama,40414761.0,Viola Davis,actress,"[""Rose Maxson""]"
24000000.0,2016-12-16,64414761.0,Fences,12,2016,PG-13,Holiday,Drama,40414761.0,Stephen McKinley Henderson,actor,"[""Jim Bono""]"
24000000.0,2016-12-16,64414761.0,Fences,12,2016,PG-13,Holiday,Drama,40414761.0,Jovan Adepo,actor,"[""Cory""]"
34000000.0,2013-12-24,64197205.0,The House of Magic,12,2013,G,Holiday,Family,30197205.0,Kathleen Gati,actress,"[""Carla""]"
34000000.0,2013-12-24,64197205.0,The House of Magic,12,2013,G,Holiday,Family,30197205.0,Cinda Adams,actress,"[""Nurse Baxter""]"
34000000.0,2013-12-24,64197205.0,The House of Magic,12,2013,G,Holiday,Family,30197205.0,Brianne Brozey,actress,"[""Thunder"",""Dylan""]"
34000000.0,2013-12-24,64197205.0,The House of Magic,12,2013,G,Holiday,Family,30197205.0,George Babbit,actor,"[""Jack"",""Carlo"",""Zoltar""]"
10000000.0,2016-01-22,64188367.0,The Boy,1,2016,PG-13,Winter,Horror,54188367.0,Jim Norton,actor,"[""Mr. Heelshire""]"
10000000.0,2016-01-22,64188367.0,The Boy,1,2016,PG-13,Winter,Horror,54188367.0,Rupert Evans,actor,"[""Malcolm""]"
10000000.0,2016-01-22,64188367.0,The Boy,1,2016,PG-13,Winter,Horror,54188367.0,Lauren Cohan,actress,"[""Greta Evans""]"
10000000.0,2016-01-22,64188367.0,The Boy,1,2016,PG-13,Winter,Horror,54188367.0,James Russell,actor,"[""Brahms Heelshire""]"
3300000.0,2015-01-29,64110728.0,The Lazarus Effect,1,2015,PG-13,Winter,Thriller,60810728.0,Mark Duplass,actor,"[""Frank""]"
3300000.0,2015-01-29,64110728.0,The Lazarus Effect,1,2015,PG-13,Winter,Thriller,60810728.0,Sarah Bolger,actress,"[""Eva""]"
3300000.0,2015-01-29,64110728.0,The Lazarus Effect,1,2015,PG-13,Winter,Thriller,60810728.0,Evan Peters,actor,"[""Clay""]"
3300000.0,2015-01-29,64110728.0,The Lazarus Effect,1,2015,PG-13,Winter,Thriller,60810728.0,Olivia Wilde,actress,"[""Zoe""]"
3860000.0,2013-01-10,64076736.0,The Grandmaster,1,2013,PG-13,Winter,Action,60216736.0,Ziyi Zhang,actress,"[""Gong Er""]"
3860000.0,2013-01-10,64076736.0,The Grandmaster,1,2013,PG-13,Winter,Action,60216736.0,Tony Chiu-Wai Leung,actor,"[""Ip Man""]"
3860000.0,2013-01-10,64076736.0,The Grandmaster,1,2013,PG-13,Winter,Action,60216736.0,Chen Chang,actor,"[""Razor""]"
3860000.0,2013-01-10,64076736.0,The Grandmaster,1,2013,PG-13,Winter,Action,60216736.0,Jin Zhang,actor,"[""Ma San""]"
30000000.0,2011-04-07,63782078.0,Hanna,4,2011,PG-13,Spring,Action,33782078.0,Eric Bana,actor,"[""Erik Heller""]"
30000000.0,2011-04-07,63782078.0,Hanna,4,2011,PG-13,Spring,Action,33782078.0,Cate Blanchett,actress,"[""Marissa Wiegler""]"
30000000.0,2011-04-07,63782078.0,Hanna,4,2011,PG-13,Spring,Action,33782078.0,Saoirse Ronan,actress,"[""Hanna""]"
30000000.0,2011-04-07,63782078.0,Hanna,4,2011,PG-13,Spring,Action,33782078.0,Vicky Krieps,actress,"[""Johanna Zadek""]"
22000000.0,2016-02-05,63647656.0,"Hail, Caesar!",2,2016,PG-13,Winter,Comedy,41647656.0,Josh Brolin,actor,"[""Eddie Mannix""]"
22000000.0,2016-02-05,63647656.0,"Hail, Caesar!",2,2016,PG-13,Winter,Comedy,41647656.0,Ralph Fiennes,actor,"[""Laurence Laurentz""]"
22000000.0,2016-02-05,63647656.0,"Hail, Caesar!",2,2016,PG-13,Winter,Comedy,41647656.0,George Clooney,actor,"[""Baird Whitlock""]"
22000000.0,2016-02-05,63647656.0,"Hail, Caesar!",2,2016,PG-13,Winter,Comedy,41647656.0,Alden Ehrenreich,actor,"[""Hobie Doyle""]"
24000000.0,2011-10-06,63543328.0,Footloose,10,2011,PG-13,Fall,Drama,39543328.0,Andie MacDowell,actress,"[""Vi Moore""]"
24000000.0,2011-10-06,63543328.0,Footloose,10,2011,PG-13,Fall,Drama,39543328.0,Dennis Quaid,actor,"[""Rev. Shaw Moore""]"
24000000.0,2011-10-06,63543328.0,Footloose,10,2011,PG-13,Fall,Drama,39543328.0,Kenny Wormald,actor,"[""Ren""]"
24000000.0,2011-10-06,63543328.0,Footloose,10,2011,PG-13,Fall,Drama,39543328.0,Julianne Hough,actress,"[""Ariel""]"
8000000.0,2013-09-07,63464861.0,Begin Again,9,2013,R,Fall,Comedy,55464861.0,Mark Ruffalo,actor,"[""Dan""]"
8000000.0,2013-09-07,63464861.0,Begin Again,9,2013,R,Fall,Comedy,55464861.0,Keira Knightley,actress,"[""Gretta""]"
8000000.0,2013-09-07,63464861.0,Begin Again,9,2013,R,Fall,Comedy,55464861.0,Hailee Steinfeld,actress,"[""Violet""]"
8000000.0,2013-09-07,63464861.0,Begin Again,9,2013,R,Fall,Comedy,55464861.0,Adam Levine,actor,"[""Dave""]"
30000000.0,2013-02-07,63372757.0,Side Effects,2,2013,R,Winter,Thriller,33372757.0,Jude Law,actor,"[""Dr. Jonathan Banks""]"
30000000.0,2013-02-07,63372757.0,Side Effects,2,2013,R,Winter,Thriller,33372757.0,Catherine Zeta-Jones,actress,"[""Dr. Victoria Siebert""]"
30000000.0,2013-02-07,63372757.0,Side Effects,2,2013,R,Winter,Thriller,33372757.0,Channing Tatum,actor,"[""Martin Taylor""]"
30000000.0,2013-02-07,63372757.0,Side Effects,2,2013,R,Winter,Thriller,33372757.0,Rooney Mara,actress,"[""Emily Taylor""]"
44000000.0,2013-03-22,63327201.0,The Host,3,2013,PG-13,Spring,Action,19327201.0,Diane Kruger,actress,"[""The Seeker"",""Lacey""]"
44000000.0,2013-03-22,63327201.0,The Host,3,2013,PG-13,Spring,Action,19327201.0,Max Irons,actor,"[""Jared Howe""]"
44000000.0,2013-03-22,63327201.0,The Host,3,2013,PG-13,Spring,Action,19327201.0,Jake Abel,actor,"[""Ian O'Shea""]"
44000000.0,2013-03-22,63327201.0,The Host,3,2013,PG-13,Spring,Action,19327201.0,Saoirse Ronan,actress,"[""Melanie Stryder"",""Wanda""]"
25000000.0,2012-01-12,63100000.0,Contraband,1,2012,R,Winter,Thriller,38100000.0,Robert Wahlberg,actor,"[""John Bryce""]"
25000000.0,2012-01-12,63100000.0,Contraband,1,2012,R,Winter,Thriller,38100000.0,Mark Wahlberg,actor,"[""Chris Farraday""]"
25000000.0,2012-01-12,63100000.0,Contraband,1,2012,R,Winter,Thriller,38100000.0,Giovanni Ribisi,actor,"[""Tim Briggs""]"
25000000.0,2012-01-12,63100000.0,Contraband,1,2012,R,Winter,Thriller,38100000.0,Kate Beckinsale,actress,"[""Kate Farraday""]"
34000000.0,2015-04-09,63013281.0,The Longest Ride,4,2015,PG-13,Spring,Drama,29013281.0,Alan Alda,actor,"[""Ira Levinson""]"
34000000.0,2015-04-09,63013281.0,The Longest Ride,4,2015,PG-13,Spring,Drama,29013281.0,Scott Eastwood,actor,"[""Luke Collins""]"
34000000.0,2015-04-09,63013281.0,The Longest Ride,4,2015,PG-13,Spring,Drama,29013281.0,Jack Huston,actor,"[""Young Ira""]"
34000000.0,2015-04-09,63013281.0,The Longest Ride,4,2015,PG-13,Spring,Drama,29013281.0,Britt Robertson,actress,"[""Sophia Danko""]"
1000000.0,2015-04-17,62882090.0,Unfriended,4,2015,R,Spring,Horror,61882090.0,Heather Sossaman,actress,"[""Laura""]"
1000000.0,2015-04-17,62882090.0,Unfriended,4,2015,R,Spring,Horror,61882090.0,Shelley Hennig,actress,"[""Blaire""]"
1000000.0,2015-04-17,62882090.0,Unfriended,4,2015,R,Spring,Horror,61882090.0,Courtney Halverson,actress,"[""Val""]"
1000000.0,2015-04-17,62882090.0,Unfriended,4,2015,R,Spring,Horror,61882090.0,Matthew Bohrer,actor,"[""Matt""]"
35000000.0,2017-10-05,62832209.0,The Mountain Between Us,10,2017,PG-13,Fall,Romance,27832209.0,Beau Bridges,actor,"[""Walter""]"
35000000.0,2017-10-05,62832209.0,The Mountain Between Us,10,2017,PG-13,Fall,Romance,27832209.0,Kate Winslet,actress,"[""Alex Martin""]"
35000000.0,2017-10-05,62832209.0,The Mountain Between Us,10,2017,PG-13,Fall,Romance,27832209.0,Dermot Mulroney,actor,"[""Mark""]"
35000000.0,2017-10-05,62832209.0,The Mountain Between Us,10,2017,PG-13,Fall,Romance,27832209.0,Idris Elba,actor,"[""Ben Bass""]"
50000000.0,2016-05-15,62788218.0,The Nice Guys,5,2016,R,Summer,Comedy,12788218.0,Matt Bomer,actor,"[""John Boy""]"
50000000.0,2016-05-15,62788218.0,The Nice Guys,5,2016,R,Summer,Comedy,12788218.0,Ryan Gosling,actor,"[""Holland March""]"
50000000.0,2016-05-15,62788218.0,The Nice Guys,5,2016,R,Summer,Comedy,12788218.0,Russell Crowe,actor,"[""Jackson Healy""]"
50000000.0,2016-05-15,62788218.0,The Nice Guys,5,2016,R,Summer,Comedy,12788218.0,Angourie Rice,actress,"[""Holly March""]"
30000000.0,2013-09-24,62616646.0,Runner Runner,9,2013,R,Fall,Crime,32616646.0,Justin Timberlake,actor,"[""Richie Furst""]"
30000000.0,2013-09-24,62616646.0,Runner Runner,9,2013,R,Fall,Crime,32616646.0,Anthony Mackie,actor,"[""Agent Shavers""]"
30000000.0,2013-09-24,62616646.0,Runner Runner,9,2013,R,Fall,Crime,32616646.0,Ben Affleck,actor,"[""Ivan Block""]"
30000000.0,2013-09-24,62616646.0,Runner Runner,9,2013,R,Fall,Crime,32616646.0,Gemma Arterton,actress,"[""Rebecca Shafran""]"
11000000.0,2015-10-20,62076141.0,Brooklyn,10,2015,PG-13,Fall,Drama,51076141.0,Jim Broadbent,actor,"[""Father Flood""]"
11000000.0,2015-10-20,62076141.0,Brooklyn,10,2015,PG-13,Fall,Drama,51076141.0,Domhnall Gleeson,actor,"[""Jim Farrell""]"
11000000.0,2015-10-20,62076141.0,Brooklyn,10,2015,PG-13,Fall,Drama,51076141.0,Saoirse Ronan,actress,"[""Eilis""]"
11000000.0,2015-10-20,62076141.0,Brooklyn,10,2015,PG-13,Fall,Drama,51076141.0,Emory Cohen,actor,"[""Tony""]"
15000000.0,2015-11-26,61788393.0,Krampus,11,2015,PG-13,Holiday,Horror,46788393.0,David Koechner,actor,"[""Howard""]"
15000000.0,2015-11-26,61788393.0,Krampus,11,2015,PG-13,Holiday,Horror,46788393.0,Adam Scott,actor,"[""Tom""]"
15000000.0,2015-11-26,61788393.0,Krampus,11,2015,PG-13,Holiday,Horror,46788393.0,Toni Collette,actress,"[""Sarah""]"
15000000.0,2015-11-26,61788393.0,Krampus,11,2015,PG-13,Holiday,Horror,46788393.0,Allison Tolman,actress,"[""Linda""]"
130000000.0,2013-07-18,61648500.0,R.I.P.D.,7,2013,PG-13,Summer,Fantasy,-68351500.0,Kevin Bacon,actor,"[""Hayes""]"
130000000.0,2013-07-18,61648500.0,R.I.P.D.,7,2013,PG-13,Summer,Fantasy,-68351500.0,Ryan Reynolds,actor,"[""Nick""]"
130000000.0,2013-07-18,61648500.0,R.I.P.D.,7,2013,PG-13,Summer,Fantasy,-68351500.0,Mary-Louise Parker,actress,"[""Proctor""]"
130000000.0,2013-07-18,61648500.0,R.I.P.D.,7,2013,PG-13,Summer,Fantasy,-68351500.0,Jeff Bridges,actor,"[""Roy""]"
10000000.0,2017-05-18,61621140.0,"Everything, Everything",5,2017,PG-13,Summer,Drama,51621140.0,Anika Noni Rose,actress,"[""Pauline""]"
10000000.0,2017-05-18,61621140.0,"Everything, Everything",5,2017,PG-13,Summer,Drama,51621140.0,Ana de la Reguera,actress,"[""Carla""]"
10000000.0,2017-05-18,61621140.0,"Everything, Everything",5,2017,PG-13,Summer,Drama,51621140.0,Amandla Stenberg,actress,"[""Maddy""]"
10000000.0,2017-05-18,61621140.0,"Everything, Everything",5,2017,PG-13,Summer,Drama,51621140.0,Nick Robinson,actor,"[""Olly""]"
70000000.0,2014-01-10,61279452.0,The Legend of Hercules,1,2014,PG-13,Winter,Action,-8720548.0,Scott Adkins,actor,"[""King Amphitryon""]"
70000000.0,2014-01-10,61279452.0,The Legend of Hercules,1,2014,PG-13,Winter,Action,-8720548.0,Roxanne McKee,actress,"[""Queen Alcmene""]"
70000000.0,2014-01-10,61279452.0,The Legend of Hercules,1,2014,PG-13,Winter,Action,-8720548.0,Kellan Lutz,actor,"[""Hercules""]"
70000000.0,2014-01-10,61279452.0,The Legend of Hercules,1,2014,PG-13,Winter,Action,-8720548.0,Gaia Weiss,actress,"[""Hebe""]"
35000000.0,2015-09-30,61181942.0,The Walk,9,2015,PG,Fall,Adventure,26181942.0,Joseph Gordon-Levitt,actor,"[""Philippe Petit""]"
35000000.0,2015-09-30,61181942.0,The Walk,9,2015,PG,Fall,Adventure,26181942.0,Émilie Leclerc,actress,"[""Outdoor Café Woman""]"
35000000.0,2015-09-30,61181942.0,The Walk,9,2015,PG,Fall,Adventure,26181942.0,Guillaume Baillargeon,actor,"[""Outdoor Café Man""]"
35000000.0,2015-09-30,61181942.0,The Walk,9,2015,PG,Fall,Adventure,26181942.0,Charlotte Le Bon,actress,"[""Annie""]"
22000000.0,2011-07-16,61037844.0,From Up on Poppy Hill,7,2011,PG,Summer,Animation,39037844.0,Anton Yelchin,actor,"[""Shun Kazama""]"
22000000.0,2011-07-16,61037844.0,From Up on Poppy Hill,7,2011,PG,Summer,Animation,39037844.0,Chris Noth,actor,"[""Akio Kazama""]"
22000000.0,2011-07-16,61037844.0,From Up on Poppy Hill,7,2011,PG,Summer,Animation,39037844.0,Christina Hendricks,actress,"[""Saori Makimura""]"
22000000.0,2011-07-16,61037844.0,From Up on Poppy Hill,7,2011,PG,Summer,Animation,39037844.0,Sarah Bolger,actress,"[""Umi Matsuzaki""]"
40000000.0,2011-07-27,60965854.0,Colombiana,7,2011,PG-13,Summer,Action,20965854.0,Zoe Saldana,actress,"[""Cataleya""]"
40000000.0,2011-07-27,60965854.0,Colombiana,7,2011,PG-13,Summer,Action,20965854.0,Callum Blue,actor,"[""Richard""]"
40000000.0,2011-07-27,60965854.0,Colombiana,7,2011,PG-13,Summer,Action,20965854.0,Jordi Mollà,actor,"[""Marco""]"
40000000.0,2011-07-27,60965854.0,Colombiana,7,2011,PG-13,Summer,Action,20965854.0,Michael Vartan,actor,"[""Danny Delanay""]"
42000000.0,2017-05-03,60845711.0,Snatched,5,2017,R,Summer,Action,18845711.0,Goldie Hawn,actress,"[""Linda Middleton""]"
42000000.0,2017-05-03,60845711.0,Snatched,5,2017,R,Summer,Action,18845711.0,Raven Goodwin,actress,"[""Lew""]"
42000000.0,2017-05-03,60845711.0,Snatched,5,2017,R,Summer,Action,18845711.0,Amy Schumer,actress,"[""Emily Middleton""]"
42000000.0,2017-05-03,60845711.0,Snatched,5,2017,R,Summer,Action,18845711.0,Kim Caramele,actress,"[""Shopper""]"
28000000.0,2013-07-17,60700000.0,Kick-Ass 2,7,2013,R,Summer,Action,32700000.0,Aaron Taylor-Johnson,actor,"[""Dave Lizewski"",""Kick-Ass""]"
28000000.0,2013-07-17,60700000.0,Kick-Ass 2,7,2013,R,Summer,Action,32700000.0,Jim Carrey,actor,"[""Colonel Stars and Stripes""]"
28000000.0,2013-07-17,60700000.0,Kick-Ass 2,7,2013,R,Summer,Action,32700000.0,Chloë Grace Moretz,actress,"[""Mindy Macready"",""Hit Girl""]"
28000000.0,2013-07-17,60700000.0,Kick-Ass 2,7,2013,R,Summer,Action,32700000.0,Christopher Mintz-Plasse,actor,"[""Chris D'Amico"",""The Motherfucker""]"
12000000.0,2015-09-11,60273173.0,The Perfect Guy,9,2015,PG-13,Fall,Thriller,48273173.0,Morris Chestnut,actor,"[""Dave""]"
12000000.0,2015-09-11,60273173.0,The Perfect Guy,9,2015,PG-13,Fall,Thriller,48273173.0,L. Scott Caldwell,actress,"[""Evelyn""]"
