budget,release_date,revenue,title,month,year,rating,season,genre,profitability,name,category,characters
356000000.0,2019-04-24,2797800564.0,Avengers: Endgame,4,2019,PG-13,Spring,Adventure,2441800564.0,Mark Ruffalo,actor,"[""Bruce Banner"",""Hulk""]"
356000000.0,2019-04-24,2797800564.0,Avengers: Endgame,4,2019,PG-13,Spring,Adventure,2441800564.0,Chris Hemsworth,actor,"[""Thor""]"
356000000.0,2019-04-24,2797800564.0,Avengers: Endgame,4,2019,PG-13,Spring,Adventure,2441800564.0,Chris Evans,actor,"[""Steve Rogers"",""Captain America""]"
356000000.0,2019-04-24,2797800564.0,Avengers: Endgame,4,2019,PG-13,Spring,Adventure,2441800564.0,Robert Downey Jr.,actor,"[""Tony Stark"",""Iron Man""]"
300000000.0,2018-04-25,2046239637.0,Avengers: Infinity War,4,2018,PG-13,Spring,Adventure,1746239637.0,Mark Ruffalo,actor,"[""Bruce Banner"",""Hulk""]"
300000000.0,2018-04-25,2046239637.0,Avengers: Infinity War,4,2018,PG-13,Spring,Adventure,1746239637.0,Chris Hemsworth,actor,"[""Thor""]"
300000000.0,2018-04-25,2046239637.0,Avengers: Infinity War,4,2018,PG-13,Spring,Adventure,1746239637.0,Chris Evans,actor,"[""Steve Rogers"",""Captain America""]"
300000000.0,2018-04-25,2046239637.0,Avengers: Infinity War,4,2018,PG-13,Spring,Adventure,1746239637.0,Robert Downey Jr.,actor,"[""Tony Stark"",""Iron Man""]"
150000000.0,2015-06-06,1671713208.0,Jurassic World,6,2015,PG-13,Summer,Action,1521713208.0,Judy Greer,actress,"[""Karen""]"
150000000.0,2015-06-06,1671713208.0,Jurassic World,6,2015,PG-13,Summer,Action,1521713208.0,Chris Pratt,actor,"[""Owen""]"
150000000.0,2015-06-06,1671713208.0,Jurassic World,6,2015,PG-13,Summer,Action,1521713208.0,Bryce Dallas Howard,actress,"[""Claire""]"
150000000.0,2015-06-06,1671713208.0,Jurassic World,6,2015,PG-13,Summer,Action,1521713208.0,Ty Simpkins,actor,"[""Gray""]"
260000000.0,2019-07-12,1656943394.0,The Lion King,7,2019,PG,Summer,Adventure,1396943394.0,Chiwetel Ejiofor,actor,"[""Scar""]"
260000000.0,2019-07-12,1656943394.0,The Lion King,7,2019,PG,Summer,Adventure,1396943394.0,Seth Rogen,actor,"[""Pumbaa""]"
260000000.0,2019-07-12,1656943394.0,The Lion King,7,2019,PG,Summer,Adventure,1396943394.0,James Earl Jones,actor,"[""Mufasa""]"
260000000.0,2019-07-12,1656943394.0,The Lion King,7,2019,PG,Summer,Adventure,1396943394.0,Donald Glover,actor,"[""Simba""]"
220000000.0,2012-04-25,1519557910.0,The Avengers,4,2012,PG-13,Spring,Science Fiction,1299557910.0,Scarlett Johansson,actress,"[""Natasha Romanoff"",""Black Widow""]"
220000000.0,2012-04-25,1519557910.0,The Avengers,4,2012,PG-13,Spring,Science Fiction,1299557910.0,Jeremy Renner,actor,"[""Clint Barton"",""Hawkeye""]"
220000000.0,2012-04-25,1519557910.0,The Avengers,4,2012,PG-13,Spring,Science Fiction,1299557910.0,Chris Evans,actor,"[""Steve Rogers"",""Captain America""]"
220000000.0,2012-04-25,1519557910.0,The Avengers,4,2012,PG-13,Spring,Science Fiction,1299557910.0,Robert Downey Jr.,actor,"[""Tony Stark"",""Iron Man""]"
190000000.0,2015-04-01,1515047671.0,Furious 7,4,2015,PG-13,Spring,Action,1325047671.0,Vin Diesel,actor,"[""Dominic Toretto""]"
190000000.0,2015-04-01,1515047671.0,Furious 7,4,2015,PG-13,Spring,Action,1325047671.0,Jason Statham,actor,"[""Deckard Shaw""]"
190000000.0,2015-04-01,1515047671.0,Furious 7,4,2015,PG-13,Spring,Action,1325047671.0,Dwayne Johnson,actor,"[""Hobbs""]"
190000000.0,2015-04-01,1515047671.0,Furious 7,4,2015,PG-13,Spring,Action,1325047671.0,Paul Walker,actor,"[""Brian O'Conner""]"
250000000.0,2015-04-22,1405403694.0,Avengers: Age of Ultron,4,2015,PG-13,Spring,Action,1155403694.0,Mark Ruffalo,actor,"[""Bruce Banner"",""Hulk""]"
250000000.0,2015-04-22,1405403694.0,Avengers: Age of Ultron,4,2015,PG-13,Spring,Action,1155403694.0,Chris Hemsworth,actor,"[""Thor""]"
250000000.0,2015-04-22,1405403694.0,Avengers: Age of Ultron,4,2015,PG-13,Spring,Action,1155403694.0,Chris Evans,actor,"[""Steve Rogers"",""Captain America""]"
250000000.0,2015-04-22,1405403694.0,Avengers: Age of Ultron,4,2015,PG-13,Spring,Action,1155403694.0,Robert Downey Jr.,actor,"[""Tony Stark"",""Iron Man""]"
200000000.0,2018-02-13,1346739107.0,Black Panther,2,2018,PG-13,Winter,Action,1146739107.0,Michael B. Jordan,actor,"[""Erik Killmonger""]"
200000000.0,2018-02-13,1346739107.0,Black Panther,2,2018,PG-13,Winter,Action,1146739107.0,Lupita Nyong'o,actress,"[""Nakia""]"
200000000.0,2018-02-13,1346739107.0,Black Panther,2,2018,PG-13,Winter,Action,1146739107.0,Chadwick Boseman,actor,"[""T'Challa"",""Black Panther""]"
200000000.0,2018-02-13,1346739107.0,Black Panther,2,2018,PG-13,Winter,Action,1146739107.0,Danai Gurira,actress,"[""Okoye""]"
125000000.0,2011-07-07,1341511219.0,Harry Potter and the Deathly Hallows: Part 2,7,2011,PG-13,Summer,Fantasy,1216511219.0,Rupert Grint,actor,"[""Ron Weasley""]"
125000000.0,2011-07-07,1341511219.0,Harry Potter and the Deathly Hallows: Part 2,7,2011,PG-13,Summer,Fantasy,1216511219.0,Daniel Radcliffe,actor,"[""Harry Potter""]"
125000000.0,2011-07-07,1341511219.0,Harry Potter and the Deathly Hallows: Part 2,7,2011,PG-13,Summer,Fantasy,1216511219.0,Emma Watson,actress,"[""Hermione Granger""]"
125000000.0,2011-07-07,1341511219.0,Harry Potter and the Deathly Hallows: Part 2,7,2011,PG-13,Summer,Fantasy,1216511219.0,Michael Gambon,actor,"[""Professor Albus Dumbledore""]"
200000000.0,2017-12-13,1332539889.0,Star Wars: The Last Jedi,12,2017,PG-13,Holiday,Science Fiction,1132539889.0,Carrie Fisher,actress,"[""Leia Organa""]"
200000000.0,2017-12-13,1332539889.0,Star Wars: The Last Jedi,12,2017,PG-13,Holiday,Science Fiction,1132539889.0,Mark Hamill,actor,"[""Luke Skywalker"",""Dobbu Scay""]"
200000000.0,2017-12-13,1332539889.0,Star Wars: The Last Jedi,12,2017,PG-13,Holiday,Science Fiction,1132539889.0,John Boyega,actor,"[""Finn""]"
200000000.0,2017-12-13,1332539889.0,Star Wars: The Last Jedi,12,2017,PG-13,Holiday,Science Fiction,1132539889.0,Daisy Ridley,actress,"[""Rey""]"
150000000.0,2019-11-20,1330764959.0,Frozen II,11,2019,PG,Holiday,Animation,1180764959.0,Kristen Bell,actress,"[""Anna""]"
150000000.0,2019-11-20,1330764959.0,Frozen II,11,2019,PG,Holiday,Animation,1180764959.0,Evan Rachel Wood,actress,
150000000.0,2019-11-20,1330764959.0,Frozen II,11,2019,PG,Holiday,Animation,1180764959.0,Sterling K. Brown,actor,
150000000.0,2019-11-20,1330764959.0,Frozen II,11,2019,PG,Holiday,Animation,1180764959.0,Jonathan Groff,actor,"[""Kristoff""]"
150000000.0,2013-11-27,1274219009.0,Frozen,11,2013,PG,Holiday,Animation,1124219009.0,Kristen Bell,actress,"[""Anna""]"
150000000.0,2013-11-27,1274219009.0,Frozen,11,2013,PG,Holiday,Animation,1124219009.0,Idina Menzel,actress,"[""Elsa""]"
150000000.0,2013-11-27,1274219009.0,Frozen,11,2013,PG,Holiday,Animation,1124219009.0,Josh Gad,actor,"[""Olaf""]"
150000000.0,2013-11-27,1274219009.0,Frozen,11,2013,PG,Holiday,Animation,1124219009.0,Jonathan Groff,actor,"[""Kristoff""]"
160000000.0,2017-03-16,1263521126.0,Beauty and the Beast,3,2017,PG,Spring,Family,1103521126.0,Emma Watson,actress,"[""Belle""]"
160000000.0,2017-03-16,1263521126.0,Beauty and the Beast,3,2017,PG,Spring,Family,1103521126.0,Josh Gad,actor,"[""LeFou""]"
160000000.0,2017-03-16,1263521126.0,Beauty and the Beast,3,2017,PG,Spring,Family,1103521126.0,Dan Stevens,actor,"[""Beast""]"
160000000.0,2017-03-16,1263521126.0,Beauty and the Beast,3,2017,PG,Spring,Family,1103521126.0,Luke Evans,actor,"[""Gaston""]"
200000000.0,2018-06-14,1242805359.0,Incredibles 2,6,2018,PG,Summer,Action,1042805359.0,Holly Hunter,actress,"[""Helen Parr"",""Elastigirl""]"
200000000.0,2018-06-14,1242805359.0,Incredibles 2,6,2018,PG,Summer,Action,1042805359.0,Sarah Vowell,actress,"[""Violet Parr""]"
200000000.0,2018-06-14,1242805359.0,Incredibles 2,6,2018,PG,Summer,Action,1042805359.0,Craig T. Nelson,actor,"[""Bob Parr"",""Mr. Incredible""]"
200000000.0,2018-06-14,1242805359.0,Incredibles 2,6,2018,PG,Summer,Action,1042805359.0,Huck Milner,actor,"[""Dashiell Parr (Dash)""]"
250000000.0,2017-04-12,1238764765.0,The Fate of the Furious,4,2017,PG-13,Spring,Action,988764765.0,Vin Diesel,actor,"[""Dom""]"
250000000.0,2017-04-12,1238764765.0,The Fate of the Furious,4,2017,PG-13,Spring,Action,988764765.0,Michelle Rodriguez,actress,"[""Letty""]"
250000000.0,2017-04-12,1238764765.0,The Fate of the Furious,4,2017,PG-13,Spring,Action,988764765.0,Jason Statham,actor,"[""Deckard""]"
250000000.0,2017-04-12,1238764765.0,The Fate of the Furious,4,2017,PG-13,Spring,Action,988764765.0,Dwayne Johnson,actor,"[""Hobbs""]"
200000000.0,2013-04-18,1214811252.0,Iron Man 3,4,2013,PG-13,Spring,Action,1014811252.0,Don Cheadle,actor,"[""Colonel James Rhodes""]"
200000000.0,2013-04-18,1214811252.0,Iron Man 3,4,2013,PG-13,Spring,Action,1014811252.0,Guy Pearce,actor,"[""Aldrich Killian""]"
200000000.0,2013-04-18,1214811252.0,Iron Man 3,4,2013,PG-13,Spring,Action,1014811252.0,Robert Downey Jr.,actor,"[""Tony Stark""]"
200000000.0,2013-04-18,1214811252.0,Iron Man 3,4,2013,PG-13,Spring,Action,1014811252.0,Gwyneth Paltrow,actress,"[""Pepper Potts""]"
74000000.0,2015-06-17,1156730962.0,Minions,6,2015,PG,Summer,Family,1082730962.0,Michael Keaton,actor,"[""Walter Nelson""]"
74000000.0,2015-06-17,1156730962.0,Minions,6,2015,PG,Summer,Family,1082730962.0,Jon Hamm,actor,"[""Herb Overkill""]"
74000000.0,2015-06-17,1156730962.0,Minions,6,2015,PG,Summer,Family,1082730962.0,Sandra Bullock,actress,"[""Scarlet Overkill""]"
74000000.0,2015-06-17,1156730962.0,Minions,6,2015,PG,Summer,Family,1082730962.0,Pierre Coffin,actor,"[""The Minions""]"
250000000.0,2016-04-27,1153296293.0,Captain America: Civil War,4,2016,PG-13,Spring,Adventure,903296293.0,Scarlett Johansson,actress,"[""Natasha Romanoff"",""Black Widow""]"
250000000.0,2016-04-27,1153296293.0,Captain America: Civil War,4,2016,PG-13,Spring,Adventure,903296293.0,Chris Evans,actor,"[""Steve Rogers"",""Captain America""]"
250000000.0,2016-04-27,1153296293.0,Captain America: Civil War,4,2016,PG-13,Spring,Adventure,903296293.0,Robert Downey Jr.,actor,"[""Tony Stark"",""Iron Man""]"
250000000.0,2016-04-27,1153296293.0,Captain America: Civil War,4,2016,PG-13,Spring,Adventure,903296293.0,Sebastian Stan,actor,"[""Bucky Barnes"",""Winter Soldier""]"
160000000.0,2019-06-28,1131927996.0,Spider-Man: Far from Home,6,2019,PG-13,Summer,Action,971927996.0,Jake Gyllenhaal,actor,"[""Quentin Beck"",""Mysterio""]"
160000000.0,2019-06-28,1131927996.0,Spider-Man: Far from Home,6,2019,PG-13,Summer,Action,971927996.0,Zendaya,actress,"[""Michelle Jones""]"
160000000.0,2019-06-28,1131927996.0,Spider-Man: Far from Home,6,2019,PG-13,Summer,Action,971927996.0,Angourie Rice,actress,"[""Betty""]"
160000000.0,2019-06-28,1131927996.0,Spider-Man: Far from Home,6,2019,PG-13,Summer,Action,971927996.0,Tom Holland,actor,"[""Peter Parker"",""Spider-Man""]"
152000000.0,2019-03-06,1128274794.0,Captain Marvel,3,2019,PG-13,Spring,Action,976274794.0,Brie Larson,actress,"[""Carol Danvers"",""Vers"",""Captain Marvel""]"
152000000.0,2019-03-06,1128274794.0,Captain Marvel,3,2019,PG-13,Spring,Action,976274794.0,Jude Law,actor,"[""Yon-Rogg""]"
152000000.0,2019-03-06,1128274794.0,Captain Marvel,3,2019,PG-13,Spring,Action,976274794.0,Ben Mendelsohn,actor,"[""Talos"",""Keller""]"
152000000.0,2019-03-06,1128274794.0,Captain Marvel,3,2019,PG-13,Spring,Action,976274794.0,Samuel L. Jackson,actor,"[""Nick Fury""]"
195000000.0,2011-06-28,1123794079.0,Transformers: Dark of the Moon,6,2011,PG-13,Summer,Action,928794079.0,Shia LaBeouf,actor,"[""Sam Witwicky""]"
195000000.0,2011-06-28,1123794079.0,Transformers: Dark of the Moon,6,2011,PG-13,Summer,Action,928794079.0,Josh Duhamel,actor,"[""Lennox""]"
195000000.0,2011-06-28,1123794079.0,Transformers: Dark of the Moon,6,2011,PG-13,Summer,Action,928794079.0,Tyrese Gibson,actor,"[""Epps""]"
195000000.0,2011-06-28,1123794079.0,Transformers: Dark of the Moon,6,2011,PG-13,Summer,Action,928794079.0,Rosie Huntington-Whiteley,actress,"[""Carly""]"
200000000.0,2012-10-25,1108561013.0,Skyfall,10,2012,PG-13,Fall,Action,908561013.0,Naomie Harris,actress,"[""Eve""]"
200000000.0,2012-10-25,1108561013.0,Skyfall,10,2012,PG-13,Fall,Action,908561013.0,Daniel Craig,actor,"[""James Bond""]"
200000000.0,2012-10-25,1108561013.0,Skyfall,10,2012,PG-13,Fall,Action,908561013.0,Judi Dench,actress,"[""M""]"
200000000.0,2012-10-25,1108561013.0,Skyfall,10,2012,PG-13,Fall,Action,908561013.0,Javier Bardem,actor,"[""Silva""]"
210000000.0,2014-06-25,1104054072.0,Transformers: Age of Extinction,6,2014,PG-13,Summer,Science Fiction,894054072.0,Mark Wahlberg,actor,"[""Cade Yeager""]"
210000000.0,2014-06-25,1104054072.0,Transformers: Age of Extinction,6,2014,PG-13,Summer,Science Fiction,894054072.0,Stanley Tucci,actor,"[""Joshua Joyce""]"
210000000.0,2014-06-25,1104054072.0,Transformers: Age of Extinction,6,2014,PG-13,Summer,Science Fiction,894054072.0,Nicola Peltz,actress,"[""Tessa Yeager""]"
210000000.0,2014-06-25,1104054072.0,Transformers: Age of Extinction,6,2014,PG-13,Summer,Science Fiction,894054072.0,Jack Reynor,actor,"[""Shane Dyson""]"
250000000.0,2012-07-16,1081041287.0,The Dark Knight Rises,7,2012,PG-13,Summer,Action,831041287.0,Anne Hathaway,actress,"[""Selina""]"
250000000.0,2012-07-16,1081041287.0,The Dark Knight Rises,7,2012,PG-13,Summer,Action,831041287.0,Christian Bale,actor,"[""Bruce Wayne""]"
250000000.0,2012-07-16,1081041287.0,The Dark Knight Rises,7,2012,PG-13,Summer,Action,831041287.0,Tom Hardy,actor,"[""Bane""]"
250000000.0,2012-07-16,1081041287.0,The Dark Knight Rises,7,2012,PG-13,Summer,Action,831041287.0,Gary Oldman,actor,"[""Commissioner Gordon""]"
55000000.0,2019-10-02,1074251311.0,Joker,10,2019,R,Fall,Crime,1019251311.0,Shea Whigham,actor,
55000000.0,2019-10-02,1074251311.0,Joker,10,2019,R,Fall,Crime,1019251311.0,Joaquin Phoenix,actor,"[""Arthur Fleck"",""Joker""]"
55000000.0,2019-10-02,1074251311.0,Joker,10,2019,R,Fall,Crime,1019251311.0,Robert De Niro,actor,"[""Murray Franklin""]"
55000000.0,2019-10-02,1074251311.0,Joker,10,2019,R,Fall,Crime,1019251311.0,Zazie Beetz,actress,"[""Sophie Dumond""]"
250000000.0,2019-12-18,1074144248.0,Star Wars: The Rise of Skywalker,12,2019,PG-13,Holiday,Action,824144248.0,Oscar Isaac,actor,"[""Poe Dameron""]"
250000000.0,2019-12-18,1074144248.0,Star Wars: The Rise of Skywalker,12,2019,PG-13,Holiday,Action,824144248.0,Adam Driver,actor,"[""Kylo Ren""]"
250000000.0,2019-12-18,1074144248.0,Star Wars: The Rise of Skywalker,12,2019,PG-13,Holiday,Action,824144248.0,Daisy Ridley,actress,"[""Rey""]"
250000000.0,2019-12-18,1074144248.0,Star Wars: The Rise of Skywalker,12,2019,PG-13,Holiday,Action,824144248.0,Billie Lourd,actress,"[""Lieutenant Connix""]"
175000000.0,2019-06-19,1073394593.0,Toy Story 4,6,2019,G,Summer,Adventure,898394593.0,Keanu Reeves,actor,"[""Duke Caboom""]"
175000000.0,2019-06-19,1073394593.0,Toy Story 4,6,2019,G,Summer,Adventure,898394593.0,Tom Hanks,actor,"[""Woody""]"
175000000.0,2019-06-19,1073394593.0,Toy Story 4,6,2019,G,Summer,Adventure,898394593.0,Christina Hendricks,actress,"[""Gabby Gabby""]"
175000000.0,2019-06-19,1073394593.0,Toy Story 4,6,2019,G,Summer,Adventure,898394593.0,Jordan Peele,actor,"[""Bunny""]"
200000000.0,2010-06-16,1066969703.0,Toy Story 3,6,2010,G,Summer,Animation,866969703.0,Joan Cusack,actress,"[""Jessie""]"
200000000.0,2010-06-16,1066969703.0,Toy Story 3,6,2010,G,Summer,Animation,866969703.0,Tom Hanks,actor,"[""Woody""]"
200000000.0,2010-06-16,1066969703.0,Toy Story 3,6,2010,G,Summer,Animation,866969703.0,Ned Beatty,actor,"[""Lotso""]"
200000000.0,2010-06-16,1066969703.0,Toy Story 3,6,2010,G,Summer,Animation,866969703.0,Tim Allen,actor,"[""Buzz Lightyear""]"
200000000.0,2016-12-14,1056057273.0,Rogue One: A Star Wars Story,12,2016,PG-13,Holiday,Action,856057273.0,Donnie Yen,actor,"[""Chirrut Îmwe""]"
200000000.0,2016-12-14,1056057273.0,Rogue One: A Star Wars Story,12,2016,PG-13,Holiday,Action,856057273.0,Diego Luna,actor,"[""Cassian Andor""]"
200000000.0,2016-12-14,1056057273.0,Rogue One: A Star Wars Story,12,2016,PG-13,Holiday,Action,856057273.0,Felicity Jones,actress,"[""Jyn Erso""]"
200000000.0,2016-12-14,1056057273.0,Rogue One: A Star Wars Story,12,2016,PG-13,Holiday,Action,856057273.0,Alan Tudyk,actor,"[""K-2SO""]"
183000000.0,2019-05-22,1047612394.0,Aladdin,5,2019,PG,Summer,Adventure,864612394.0,Will Smith,actor,"[""Genie"",""Mariner""]"
183000000.0,2019-05-22,1047612394.0,Aladdin,5,2019,PG,Summer,Adventure,864612394.0,Mena Massoud,actor,"[""Aladdin""]"
183000000.0,2019-05-22,1047612394.0,Aladdin,5,2019,PG,Summer,Adventure,864612394.0,Naomi Scott,actress,"[""Jasmine""]"
183000000.0,2019-05-22,1047612394.0,Aladdin,5,2019,PG,Summer,Adventure,864612394.0,Marwan Kenzari,actor,"[""Jafar""]"
380000000.0,2011-05-14,1045713802.0,Pirates of the Caribbean: On Stranger Tides,5,2011,PG-13,Summer,Adventure,665713802.0,Geoffrey Rush,actor,"[""Barbossa""]"
380000000.0,2011-05-14,1045713802.0,Pirates of the Caribbean: On Stranger Tides,5,2011,PG-13,Summer,Adventure,665713802.0,Ian McShane,actor,"[""Blackbeard""]"
380000000.0,2011-05-14,1045713802.0,Pirates of the Caribbean: On Stranger Tides,5,2011,PG-13,Summer,Adventure,665713802.0,Johnny Depp,actor,"[""Jack Sparrow""]"
380000000.0,2011-05-14,1045713802.0,Pirates of the Caribbean: On Stranger Tides,5,2011,PG-13,Summer,Adventure,665713802.0,Penélope Cruz,actress,"[""Angelica""]"
80000000.0,2017-06-15,1031552585.0,Despicable Me 3,6,2017,PG,Summer,Action,951552585.0,Steve Carell,actor,"[""Gru"",""Dru""]"
80000000.0,2017-06-15,1031552585.0,Despicable Me 3,6,2017,PG,Summer,Action,951552585.0,Trey Parker,actor,"[""Balthazar Bratt""]"
80000000.0,2017-06-15,1031552585.0,Despicable Me 3,6,2017,PG,Summer,Action,951552585.0,Kristen Wiig,actress,"[""Lucy""]"
80000000.0,2017-06-15,1031552585.0,Despicable Me 3,6,2017,PG,Summer,Action,951552585.0,Miranda Cosgrove,actress,"[""Margo""]"
200000000.0,2016-06-16,1028570889.0,Finding Dory,6,2016,PG,Summer,Adventure,828570889.0,Albert Brooks,actor,"[""Marlin""]"
200000000.0,2016-06-16,1028570889.0,Finding Dory,6,2016,PG,Summer,Adventure,828570889.0,Kaitlin Olson,actress,"[""Destiny""]"
200000000.0,2016-06-16,1028570889.0,Finding Dory,6,2016,PG,Summer,Adventure,828570889.0,Ed O'Neill,actor,"[""Hank""]"
200000000.0,2016-06-16,1028570889.0,Finding Dory,6,2016,PG,Summer,Adventure,828570889.0,Ellen DeGeneres,actress,"[""Dory""]"
200000000.0,2010-03-03,1025467110.0,Alice in Wonderland,3,2010,PG,Spring,Family,825467110.0,Anne Hathaway,actress,"[""White Queen""]"
200000000.0,2010-03-03,1025467110.0,Alice in Wonderland,3,2010,PG,Spring,Family,825467110.0,Helena Bonham Carter,actress,"[""Red Queen""]"
200000000.0,2010-03-03,1025467110.0,Alice in Wonderland,3,2010,PG,Spring,Family,825467110.0,Johnny Depp,actor,"[""Mad Hatter""]"
200000000.0,2010-03-03,1025467110.0,Alice in Wonderland,3,2010,PG,Spring,Family,825467110.0,Mia Wasikowska,actress,"[""Alice Kingsleigh""]"
150000000.0,2016-02-11,1023784195.0,Zootopia,2,2016,PG,Winter,Animation,873784195.0,Jason Bateman,actor,"[""Nick Wilde""]"
150000000.0,2016-02-11,1023784195.0,Zootopia,2,2016,PG,Winter,Animation,873784195.0,Idris Elba,actor,"[""Chief Bogo""]"
150000000.0,2016-02-11,1023784195.0,Zootopia,2,2016,PG,Winter,Animation,873784195.0,Ginnifer Goodwin,actress,"[""Judy Hopps""]"
150000000.0,2016-02-11,1023784195.0,Zootopia,2,2016,PG,Winter,Animation,873784195.0,Jenny Slate,actress,"[""Bellwether""]"
250000000.0,2012-11-26,1021103568.0,The Hobbit: An Unexpected Journey,11,2012,PG-13,Holiday,Adventure,771103568.0,Ian McKellen,actor,"[""Gandalf""]"
250000000.0,2012-11-26,1021103568.0,The Hobbit: An Unexpected Journey,11,2012,PG-13,Holiday,Adventure,771103568.0,Andy Serkis,actor,"[""Gollum""]"
250000000.0,2012-11-26,1021103568.0,The Hobbit: An Unexpected Journey,11,2012,PG-13,Holiday,Adventure,771103568.0,Richard Armitage,actor,"[""Thorin""]"
250000000.0,2012-11-26,1021103568.0,The Hobbit: An Unexpected Journey,11,2012,PG-13,Holiday,Adventure,771103568.0,Martin Freeman,actor,"[""Bilbo""]"
76000000.0,2013-06-25,970761885.0,Despicable Me 2,6,2013,PG,Summer,Animation,894761885.0,Steve Carell,actor,"[""Gru""]"
76000000.0,2013-06-25,970761885.0,Despicable Me 2,6,2013,PG,Summer,Animation,894761885.0,Benjamin Bratt,actor,"[""Eduardo"",""El Macho""]"
76000000.0,2013-06-25,970761885.0,Despicable Me 2,6,2013,PG,Summer,Animation,894761885.0,Kristen Wiig,actress,"[""Lucy""]"
76000000.0,2013-06-25,970761885.0,Despicable Me 2,6,2013,PG,Summer,Animation,894761885.0,Miranda Cosgrove,actress,"[""Margo""]"
175000000.0,2016-04-07,966550600.0,The Jungle Book,4,2016,PG,Spring,Adventure,791550600.0,Ben Kingsley,actor,"[""Bagheera""]"
175000000.0,2016-04-07,966550600.0,The Jungle Book,4,2016,PG,Spring,Adventure,791550600.0,Idris Elba,actor,"[""Shere Khan""]"
175000000.0,2016-04-07,966550600.0,The Jungle Book,4,2016,PG,Spring,Adventure,791550600.0,Bill Murray,actor,"[""Baloo""]"
175000000.0,2016-04-07,966550600.0,The Jungle Book,4,2016,PG,Spring,Adventure,791550600.0,Neel Sethi,actor,"[""Mowgli""]"
90000000.0,2017-12-09,962102237.0,Jumanji: Welcome to the Jungle,12,2017,PG-13,Holiday,Action,872102237.0,Kevin Hart,actor,"[""Fridge""]"
90000000.0,2017-12-09,962102237.0,Jumanji: Welcome to the Jungle,12,2017,PG-13,Holiday,Action,872102237.0,Jack Black,actor,"[""Bethany""]"
90000000.0,2017-12-09,962102237.0,Jumanji: Welcome to the Jungle,12,2017,PG-13,Holiday,Action,872102237.0,Dwayne Johnson,actor,"[""Spencer""]"
90000000.0,2017-12-09,962102237.0,Jumanji: Welcome to the Jungle,12,2017,PG-13,Holiday,Action,872102237.0,Karen Gillan,actress,"[""Martha""]"
250000000.0,2013-12-11,958400000.0,The Hobbit: The Desolation of Smaug,12,2013,PG-13,Holiday,Adventure,708400000.0,Ian McKellen,actor,"[""Gandalf""]"
250000000.0,2013-12-11,958400000.0,The Hobbit: The Desolation of Smaug,12,2013,PG-13,Holiday,Adventure,708400000.0,Richard Armitage,actor,"[""Thorin""]"
250000000.0,2013-12-11,958400000.0,The Hobbit: The Desolation of Smaug,12,2013,PG-13,Holiday,Adventure,708400000.0,Ken Stott,actor,"[""Balin""]"
250000000.0,2013-12-11,958400000.0,The Hobbit: The Desolation of Smaug,12,2013,PG-13,Holiday,Adventure,708400000.0,Martin Freeman,actor,"[""Bilbo""]"
250000000.0,2014-12-10,956019788.0,The Hobbit: The Battle of the Five Armies,12,2014,PG-13,Holiday,Action,706019788.0,Ian McKellen,actor,"[""Gandalf""]"
250000000.0,2014-12-10,956019788.0,The Hobbit: The Battle of the Five Armies,12,2014,PG-13,Holiday,Action,706019788.0,Richard Armitage,actor,"[""Thorin""]"
250000000.0,2014-12-10,956019788.0,The Hobbit: The Battle of the Five Armies,12,2014,PG-13,Holiday,Action,706019788.0,Cate Blanchett,actress,"[""Galadriel""]"
250000000.0,2014-12-10,956019788.0,The Hobbit: The Battle of the Five Armies,12,2014,PG-13,Holiday,Action,706019788.0,Martin Freeman,actor,"[""Bilbo""]"
250000000.0,2010-10-17,954305868.0,Harry Potter and the Deathly Hallows: Part 1,10,2010,PG-13,Fall,Adventure,704305868.0,Rupert Grint,actor,"[""Ron Weasley""]"
250000000.0,2010-10-17,954305868.0,Harry Potter and the Deathly Hallows: Part 1,10,2010,PG-13,Fall,Adventure,704305868.0,Bill Nighy,actor,"[""Minister Rufus Scrimgeour""]"
250000000.0,2010-10-17,954305868.0,Harry Potter and the Deathly Hallows: Part 1,10,2010,PG-13,Fall,Adventure,704305868.0,Daniel Radcliffe,actor,"[""Harry Potter""]"
250000000.0,2010-10-17,954305868.0,Harry Potter and the Deathly Hallows: Part 1,10,2010,PG-13,Fall,Adventure,704305868.0,Emma Watson,actress,"[""Hermione Granger""]"
52000000.0,2018-10-24,894027543.0,Bohemian Rhapsody,10,2018,PG-13,Fall,Drama,842027543.0,Lucy Boynton,actress,"[""Mary Austin""]"
52000000.0,2018-10-24,894027543.0,Bohemian Rhapsody,10,2018,PG-13,Fall,Drama,842027543.0,Rami Malek,actor,"[""Freddie Mercury""]"
52000000.0,2018-10-24,894027543.0,Bohemian Rhapsody,10,2018,PG-13,Fall,Drama,842027543.0,Gwilym Lee,actor,"[""Brian May""]"
52000000.0,2018-10-24,894027543.0,Bohemian Rhapsody,10,2018,PG-13,Fall,Drama,842027543.0,Ben Hardy,actor,"[""Roger Taylor""]"
245000000.0,2015-10-26,880674609.0,Spectre,10,2015,PG-13,Fall,Action,635674609.0,Christoph Waltz,actor,"[""Blofeld""]"
245000000.0,2015-10-26,880674609.0,Spectre,10,2015,PG-13,Fall,Action,635674609.0,Daniel Craig,actor,"[""James Bond""]"
245000000.0,2015-10-26,880674609.0,Spectre,10,2015,PG-13,Fall,Action,635674609.0,Ralph Fiennes,actor,"[""M""]"
